geo_loc_name	count	center_latitude	center_longitude	radius_meters	status	inferred_lat	inferred_lon
USA: Aiken, South Carolina	1	33.3377	-81.7181	0	success	33.5733017	-81.7680515
USA: Alabama	13	32.40540384615384	-87.70106	148961.6	success	33.2588817	-86.8295337
USA: Alabama, Black Warrior River	5	32.541031600000004	-87.79804240000001	161.0	success	33.0230188	-87.6316267
USA: Alabama, Dead Lake	61	32.53474652459017	-87.81054763934429	1323.1	success	30.8887396	-87.9914339
USA: Alabama, Mayfield Creek	44	32.960476181818166	-87.40773663636354	131.7	success	32.9550101	-87.4082325
USA: Alabama, Talladega National Forest	173	32.94442105202312	-87.41980669942193	5673.8	success	32.9349471	-87.3948069
USA: Alaska	17	60.415657294117636	-145.01000717647057	5088646.9	success	64.4459613	-149.680909
USA: Alaska, Caribou Creek	27	65.15319733333331	-147.503607074074	76.4	success	61.8343419	-147.6611048
USA: Alaska, Coldfoot	38	67.054281	-150.3383279999999	0.0	success	67.234505	-150.0594836
USA: Alaska, Delta Junction	117	63.86848653846147	-145.74784469230767	4152.9	success	64.0373478	-145.732157
USA: Alaska, Denali	6	68.62717499999998	-149.590514	0.0	success	63.069115	-151.006239
USA: Alaska, Fairbanks	33	65.16128378848484	-147.48487987272725	111.3	success	64.837845	-147.716675
USA: Alaska, Healy	118	63.87890432203384	-149.22845035593215	3677.8	success	63.950262	-149.0258707
USA: Alaska, Oksrukuyik Creek	31	68.6697370645161	-149.1430962903226	19.1	success	68.723141	-149.0165966
USA: Alaska, Seymour Canal	3	57.6	-133.9	0	success	57.5333333	-133.8333333
USA: Alaska, Sitka Sound	1	56.9	-135.6	0	success	56.9727778	-135.4908333
USA: Alaska, Toolik	36	68.66045	-149.37012999999996	0.0	success	68.632582	-149.6073465
USA: Alaska, Toolik Field Station	136	68.63100237499998	-149.44152907352938	8633.6	success	68.6276503	-149.5942706
USA: Alaska, Toolik Lake	20	68.63194000000001	-149.60427475000003	1008.1	success	68.632582	-149.6073465
USA: Alaska, Utqiaġvik	27	71.26751922222223	-156.56872355555555	9584.0	success	71.2905366	-156.78844
USA: Albuquerque, New Mexico	1	35.1986	-106.643	0	success	35.0866327	-106.6202094
USA: Alvord, Texas	1	33.3783	-97.7833	0	success	33.3541879	-97.6944884
USA: Arizona	6	33.01410416666667	-112.98836816666666	218622.7	success	34.395342	-111.763275
USA: Arizona, Santa Rita Experimental Range	112	31.87720149107143	-110.84601077678575	10910.2	success	31.8334182	-110.8528643
USA: Arizona, Sycamore Creek	20	33.75097695	-111.50809594999996	10.4	success	33.7482705	-111.5121966
USA: Athens, Georgia	1	33.955686	-83.437674	0	success	33.9418919	-83.4500546
USA: Austin, Texas	2	30.2502675	-97.7094495	8.9	success	30.1666085	-97.789011
USA: Avondale, Pennsylvania	2	39.8587	-75.7836	98.7	success	32.0523486	-81.0635201
USA: Benson, Utah	1	41.720847	-111.8865	0	success	45.3160042	-95.6023298
USA: Benton City, Washington	1	46.253	-119.4772	0	success	46.2631897	-119.487802
USA: Blacksburg, Virginia	1	37.2101	-80.4451	0	success	37.2219268	-80.4272818
USA: Blue River, Oregon	1	44.2605	-122.1642	0	success	44.1538852	-122.3387709
USA: Boise, Idaho	1	43.1231	-116.7745	0	success	43.6177695	-116.1996904
USA: Burlington, Massachusetts	2	42.52343225	-71.18511004999999	27.9	success	39.9140489	-74.5619433
USA: CA, Fresno	5	37.03337	-119.26219	0	success	36.7394421	-119.78483
USA: CA, Madera	6	37.10878	-119.73227999999999	0.0	success	37.1716264	-119.7737991
USA: CA, San Diego	16	32.5	-117.25	0	success	32.7174202	-117.162772
USA: CO, Boulder	6	40.05425	-105.58236999999998	0.0	success	40.0149856	-105.270545
USA: CO, Logan	6	40.461894	-103.02928999999999	0.0	success	40.7250975	-103.1221379
USA: CO, Weld	6	40.815536	-104.74559	0	success	40.5632344	-104.4835287
USA: California	129	35.37793593023259	-120.17427697674435	543296.9	success	36.7014631	-118.755997
USA: California, Anza Borrego Desert State Park	2	33.305325	-116.254011	0	success	33.0955354	-116.3018977
USA: California, Berkeley	127	37.857351635678796	-122.28477096558389	3742.7	success	37.8708393	-122.272863
USA: California, Davis	183	38.53745420765033	-121.77354863387941	56860.9	success	38.5435526	-121.739005
USA: California, La Jolla Cove	2	32.85047778	-117.2705806	0	success	32.850501	-117.2730372
USA: California, San Joaquin Experimental Range	118	37.109514322033924	-119.73700016101697	3021.6	success	37.1027423	-119.7331623
USA: California, Santa Catalina Island	3	33.44520833	-118.4855722	0	success	33.3889037	-118.4239288
USA: California, Scripps Coastal Reserve	4	32.8696708325	-117.25990762499998	368.4	success	32.8670532	-117.2541464
USA: California, Soaproot Saddle	28	37.033897214285716	-119.26492449999999	1536.3	success	37.0279271	-119.254571
USA: Cincinnati, Ohio	1	39.2386	-84.7123	0	success	39.08309	-84.3717683
USA: Colorado	65	39.13984145947694	-106.64439297552309	366705.1	success	38.7251776	-105.607716
USA: Colorado, Arikaree River	49	39.758224734693854	-102.44732518367353	109.6	success	39.8310178	-102.2790494
USA: Colorado, Boulder	15	40.01499999999999	-105.27	0.0	success	40.0149856	-105.270545
USA: Colorado, Como Creek	34	40.03495832352938	-105.5442022352941	19.0	success	38.5218791	-106.2448435
USA: Colorado, Niwot Ridge	156	40.04771232051282	-105.57198632692314	2248.5	success	40.0564693	-105.6308551
USA: Colorado, North Sterling	105	40.46740191428575	-103.02668545714289	1634.3	success	40.7732324	-103.2887026
USA: Colorado, Rocky Mountain National Park	2	40.20332	-105.480967	0	success	40.3553915	-105.7176957
USA: Colorado, Rocky Mountains	56	40.22867796428573	-105.52730623214286	7963.2	success	39.7271888	-104.9991566
USA: Colorado, San Juan County, Animas River	10	37.250923	-107.876709	73911.1	success	37.7313232	-107.659357
USA: Colorado, Ute Mountain	2	37.158791664999995	-108.70508335	4802.7	success	37.2841604	-108.778711
USA: Columbia River, Washington	85	46.37243489152938	-119.27194855647069	155.3	success	45.5901679	-122.503438
USA: Connerville, Oklahoma	1	34.4425	-96.6225	0	success	34.4475921	-96.6361153
USA: Cordesville, South Carolina	1	33.1307	-79.8101	0	success	33.1321144	-79.8834131
USA: Crested Butte, Colorado	1	38.9223	-106.9514	0	success	38.8684666	-106.9812372
USA: Cross Plains, Wisconsin	1	43.1091	-89.6403	0	success	43.1116968	-89.6452197
USA: Edgewater, Maryland	1	38.8749	-76.5464	0	success	38.943562	-76.5672549
USA: Elkton, Oregon	1	43.6367	-123.5719	0	success	43.6370577	-123.567384
USA: FL, Eglin Air Force Base	1	30.666667	-86.65	0	success	30.5776961	-86.5139603
USA: FL, Osceola	6	28.125049999999998	-81.43619	0.0	success	28.0443842	-81.1437541
USA: FL, Putnam	6	29.689281999999995	-81.993431	0	success	29.6266155	-81.7230549
USA: Fairbanks, Alaska	1	64.8556	-147.8055	0	success	64.8653408	-147.8426097
USA: Fisher, Illinois	1	40.3108	-88.3227	0	success	40.3147555	-88.3500541
USA: Flamingo, Florida	1	25.4098	-80.9642	0	success	25.1419409	-80.9227989
USA: Florida	4	28.814414999999997	-84.002635	483428.9	success	27.7567667	-81.4639835
USA: Florida, Disney Wilderness Preserve	94	28.08153712765957	-81.41564247872337	5270.2	success	28.087033	-81.4031241
USA: Florida, Lake Barco	6	29.676025833333338	-82.00829450000002	171.2	success	29.6763616	-82.0083659
USA: Florida, Lake Suggs	11	29.68716609090909	-82.01851090909092	230.7	success	29.6876426	-82.0177884
USA: Florida, Ordway Swisher Biological Station	2	29.691389	-81.988611	0	success	29.7025773	-81.9834412
USA: Florida, Ordway-Swisher Biological Station	156	29.695535314102564	-81.97930141666663	4471.6	success	29.7025773	-81.9834412
USA: Florida, South Florida Museum	2	27.5	-82.57	0	success	27.4982631	-82.5715558
USA: Ft. Bragg, California	1	39.3623	-123.7348	0	success	39.4405108	-123.7839873
USA: Georgia	10	31.9807671	-82.3256071	242856.5	success	32.3293809	-83.1137366
USA: Georgia, Flint River	4	31.184609	-84.438438	0	success	32.2294649	-84.0579419
USA: Georgia, The Jones Center At Ichauway	98	31.194643979591834	-84.46440451020406	1261.9	success	31.2408992	-84.4775134
USA: Gunnison, Colorado	2	38.5446415	-106.9502085	19.3	success	38.5503302	-106.9191659
USA: Hawaii, Kilauea Volcano	21	19.38927757142857	-155.24901185714288	194.3	success	19.4138647	-155.275811
USA: Idaho	6	43.385690600000004	-116.38171	43173.0	success	43.6447642	-114.015407
USA: Idaho City, Idaho	1	43.6481	-115.9889	0	success	43.6177695	-116.1996904
USA: Idalia, Colorado	1	39.7585	-102.4491	0	success	39.7038813	-102.2938052
USA: Illinois	18	40.94861333333333	-94.02330277777777	1118306.5	success	40.0796606	-89.4337288
USA: Indiana	8	38.310249999999996	-87.7457	26276.1	success	40.3270127	-86.1746933
USA: Iowa	11	41.2743090909091	-91.0558909090909	97180.6	success	41.9216734	-93.3122705
USA: Iowa, Ames	696	42.01299999999978	-93.7430000000008	0.0	success	42.0267567	-93.6170448
USA: KS, Riley	12	39.105610000000006	-96.58800500000001	2217.4	success	39.3026347	-96.7709339
USA: Kansas	8	39.056612375	-96.55395562500001	15506.3	success	38.27312	-98.5821872
USA: Kansas, Kings Creek	37	39.105062081081066	-96.6037692702703	33.0	success	39.1173433	-96.6138904
USA: Kansas, Konza Prairie Biological Station	155	39.09967140645161	-96.55934283870974	2752.2	success	39.1002012	-96.576798
USA: Kentucky	3	37.0378	-88.5294	0	success	37.5726028	-85.1551411
USA: Lake Mendota, Wisconsin	40	43.09899999999998	-89.40500000000007	0.0	success	43.1378596	-89.3946927
USA: Logan, Utah	2	41.835499999999996	-111.73339999999999	17997.5	success	41.7526959	-111.808733
USA: Louisiana	14	30.320514285714292	-91.20599285714285	128911.6	success	30.8703881	-92.007126
USA: MA, Harvard Forest	3	42.510139	-72.212583	0	success	42.5366748	-72.1810985
USA: MA, Worcester	4	42.53691	-72.17265	0	success	42.2625621	-71.8018877
USA: MD, Anne Arundel	6	38.890131	-76.56001400000001	0.0	success	38.9722583	-76.573454
USA: MI, Gogebic	6	46.23391	-89.537254	0	success	46.403433	-89.6626791
USA: Maryland	10	39.22334595	-76.61629038	61455.2	success	39.5162401	-76.9382069
USA: Maryland, Smithsonian Environmental Research Center	32	38.88510296875	-76.55187209374999	2415.7	success	38.8793738	-76.5577299
USA: Massachusettes	3	42.7696832	-70.916893	0	success	41.1584053	-80.7184304
USA: Massachusetts	5	41.83834	-70.6262	157185.8	success	42.3788774	-72.032366
USA: Massachusetts, Hampden County	6	42.17566	-72.7	0	success	42.1285315	-72.6063441
USA: Massachusetts, Massachusetts Bay	8	42.419019	-70.90454799999999	0.0	success	42.3750987	-70.7494879
USA: Massachusetts, Norfolk County	8	42.06	-71.37761	0	success	42.1538607	-71.1828015
USA: Massachusetts, Petersham	42	42.48101599999997	-72.17834300000003	0.0	success	42.4883041	-72.1866162
USA: Massachusetts, Peterson Farm	2	41.553175	-70.639839	0	success	41.5531322	-70.6386257
USA: Massachusetts, Plum Island	7	42.737658714285715	-70.83742685714286	1869.1	success	42.758979	-70.8017548
USA: Mesa, Arizona	1	33.7508	-111.5081	0	success	33.4127579	-111.8196718
USA: Michigan	14	46.32147619142857	-87.60843714571429	472228.6	success	43.6211955	-84.6824346
USA: Michigan, Delton	1176	42.513502408163674	-85.44673853061391	199218.1	success	42.4997581	-85.4080641
USA: Michigan, Escanaba	216	45.76327400000008	-87.18768099999973	0.0	success	45.7455707	-87.0647434
USA: Michigan, Houghton	24	47.11490000000001	-88.54760000000005	0.0	success	46.8591287	-88.7774734
USA: Michigan, Kellogg Biological Station	192	42.39000000000014	-85.37000000000035	0.0	success	42.4118364	-85.3877345
USA: Michigan, Lake City	744	44.29609799999959	-85.19962459677295	4.6	success	44.335287	-85.215046
USA: Michigan, University of Notre Dame Environmental Research Center	161	46.23908880124227	-89.53470170807454	4656.4	success	46.232455	-89.5204851
USA: Middleton, Wisconsin	1	43.14501	-89.472992	0	success	43.0893229	-89.5293598
USA: Mississippi	3	32.374500000000005	-90.91303333333333	7739.8	success	32.9715285	-89.7348497
USA: Missouri	3	37.7142	-90.12450000000001	159481.2	success	38.7604815	-92.5617875
USA: ND, Morton	6	46.76972	-100.91535	0	success	46.7244733	-101.1644543
USA: ND, Stutsman	12	47.144925	-99.173947	5425.9	success	46.9596318	-98.9742609
USA: NH, Carroll	4	44.063889	-71.287375	0	success	43.8778199	-71.2740836
USA: NM, Dona Ana	6	32.59069399999999	-106.84254	0.0	success	32.32817	-106.849423
USA: Nebraska	7	41.1544	-96.02329999999999	19143.2	success	41.7370229	-99.5873816
USA: Nederland, Colorado	1	40.0349	-105.5439	0	success	39.9613759	-105.510831
USA: New Hampshire, Bartlett Experimental Forest	45	44.0536355333333	-71.27940273333336	2297.2	success	44.060006	-71.2978166
USA: New Hartford, Connecticut	1	41.869567	-73.00222222	0	success	41.8783741	-72.9808857
USA: New Kent, Virginia	1	37.5728	-77.0239	0	success	37.4974701	-76.9990453
